output_time,total_wall_time,total_cpu_time, wall time ( 1), CPU time ( 1), cells updated ( 1), wall time ( 2), CPU time ( 2), cells updated ( 2), wall time ( 3), CPU time ( 3), cells updated ( 3), wall time ( 4), CPU time ( 4), cells updated ( 4), wall time ( 5), CPU time ( 5), cells updated ( 5),                                                                                                                                                                                                                      
   -0.259200E+06,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.237600E+06,     0.263103E+03,     0.264305E+03,     0.199463E+03,     0.199460E+03,     0.189344E+08,     0.733206E+01,     0.733571E+01,     0.579984E+06,     0.131033E+02,     0.131110E+02,     0.955248E+06,     0.175572E+02,     0.175703E+02,     0.118710E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.216000E+06,     0.519138E+03,     0.520340E+03,     0.399474E+03,     0.399470E+03,     0.378200E+08,     0.143940E+02,     0.144021E+02,     0.115584E+07,     0.253645E+02,     0.253797E+02,     0.190599E+07,     0.349786E+02,     0.350063E+02,     0.238058E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.194400E+06,     0.793944E+03,     0.795143E+03,     0.622011E+03,     0.622007E+03,     0.567056E+08,     0.221532E+02,     0.221661E+02,     0.173720E+07,     0.364422E+02,     0.364665E+02,     0.278024E+07,     0.465888E+02,     0.466299E+02,     0.322386E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.172800E+06,     0.101079E+04,     0.101199E+04,     0.795053E+03,     0.795048E+03,     0.755912E+08,     0.284168E+02,     0.284319E+02,     0.231980E+07,     0.468502E+02,     0.468786E+02,     0.372651E+07,     0.567114E+02,     0.567583E+02,     0.407745E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.151200E+06,     0.122323E+04,     0.122443E+04,     0.964044E+03,     0.964038E+03,     0.944768E+08,     0.347416E+02,     0.347587E+02,     0.290100E+07,     0.567043E+02,     0.567362E+02,     0.460731E+07,     0.668112E+02,     0.668632E+02,     0.489068E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.129600E+06,     0.142413E+04,     0.142533E+04,     0.113094E+04,     0.113093E+04,     0.113362E+09,     0.410327E+02,     0.410516E+02,     0.349215E+07,     0.616371E+02,     0.616711E+02,     0.508840E+07,     0.740678E+02,     0.741234E+02,     0.549528E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.108000E+06,     0.162326E+04,     0.162445E+04,     0.130057E+04,     0.130056E+04,     0.132248E+09,     0.471086E+02,     0.471299E+02,     0.407682E+07,     0.657913E+02,     0.658276E+02,     0.556461E+07,     0.784576E+02,     0.785165E+02,     0.600120E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.864000E+05,     0.181403E+04,     0.181522E+04,     0.146517E+04,     0.146515E+04,     0.151134E+09,     0.529363E+02,     0.529596E+02,     0.467440E+07,     0.694762E+02,     0.695144E+02,     0.603189E+07,     0.805768E+02,     0.806375E+02,     0.628358E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.648000E+05,     0.200765E+04,     0.200884E+04,     0.163298E+04,     0.163297E+04,     0.170019E+09,     0.587793E+02,     0.588047E+02,     0.525797E+07,     0.734125E+02,     0.734525E+02,     0.650749E+07,     0.827700E+02,     0.828325E+02,     0.658250E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.432000E+05,     0.219313E+04,     0.219432E+04,     0.179319E+04,     0.179318E+04,     0.188905E+09,     0.642769E+02,     0.643041E+02,     0.583887E+07,     0.772622E+02,     0.773041E+02,     0.698650E+07,     0.847949E+02,     0.848590E+02,     0.688561E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.216000E+05,     0.239034E+04,     0.239153E+04,     0.196297E+04,     0.196295E+04,     0.207790E+09,     0.701195E+02,     0.701489E+02,     0.642003E+07,     0.817117E+02,     0.817559E+02,     0.746469E+07,     0.877055E+02,     0.877717E+02,     0.718854E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.000000E+00,     0.257048E+04,     0.257166E+04,     0.211714E+04,     0.211713E+04,     0.226676E+09,     0.755111E+02,     0.755422E+02,     0.700162E+07,     0.860710E+02,     0.861170E+02,     0.794729E+07,     0.907271E+02,     0.907950E+02,     0.748849E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.216000E+05,     0.275684E+04,     0.275801E+04,     0.227656E+04,     0.227654E+04,     0.245562E+09,     0.810606E+02,     0.810933E+02,     0.758476E+07,     0.906677E+02,     0.907155E+02,     0.842498E+07,     0.941232E+02,     0.941926E+02,     0.779319E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.432000E+05,     0.294385E+04,     0.294503E+04,     0.243686E+04,     0.243684E+04,     0.264447E+09,     0.859329E+02,     0.859673E+02,     0.808194E+07,     0.949558E+02,     0.950053E+02,     0.883550E+07,     0.976992E+02,     0.977705E+02,     0.809272E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.648000E+05,     0.311748E+04,     0.311865E+04,     0.258548E+04,     0.258545E+04,     0.283333E+09,     0.902116E+02,     0.902472E+02,     0.854882E+07,     0.100028E+03,     0.100078E+03,     0.935665E+07,     0.101070E+03,     0.101143E+03,     0.842180E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
